"Product ID","SKU / Item Code","Product Name","Department (Main)",Sub-Category,"Base Price ($)","Total Stock (Units)","Stock Status","Product Status","Wholesale Volume Tier Pricing","Variants Count","Primary Image URL",Description
101,TOB-AMC-16OZ,"American Club Expanded Pipe Tobacco 16oz Resealable Bag (+33% Volume)","Cigars, Cigarillos & Wraps","Pipe & Shag Tobacco",14.50,1479,"In Stock",Active,"1+: $14.50 | 5+: $13.20 | 20+: $11.95",3,https://carolinaprimedistributors.com/storage/products/american-club-expanded-pipe-tobacco-16oz-bag.jpg,"American Club expanded pipe tobacco made in the USA by Lake Erie Tobacco Company. Specially processed to offer 33% more volume per ounce for maximum pipe and RYO rolling yields. Available in Red (Regular Full Flavor), Green (Cool Menthol), and Blue (Smooth Mellow). Fresh-zip 16oz (1 lb) stand-up pouch."
102,TOB-CHY-16OZ,"Cheyenne Pipe Tobacco 16oz Resealable Fresh Bag (Red, Gold & Menthol)","Cigars, Cigarillos & Wraps","Pipe & Shag Tobacco",13.99,1248,"In Stock",Active,"1+: $13.99 | 5+: $12.75 | 20+: $11.50",3,https://carolinaprimedistributors.com/storage/products/cheyenne-pipe-tobacco-16oz-bag.jpg,"Cheyenne 16oz Pipe Tobacco blended with high-grade American leaf carefully aged and ribbon cut for a smooth, consistent smoking experience. Packaged in moisture-barrier resealable bags. Available in Red (Full Bold Taste), Gold (Mellow Smooth), and Menthol (Crisp Refreshing). 16oz (1 lb) Net Weight."
103,AUT-CMB-KIT,"Automotive Fluids & Car Care Retail Display Combo (Pennzoil, DEF, Mag1 & Little Trees)","Automotive & Car Care","Motor Oils & Fluids Display",89.00,891,"In Stock",Active,"1+: $89.00 | 5+: $82.50 | 20+: $76.00",2,https://carolinaprimedistributors.com/storage/products/automotive-fluids-car-care-retail-combo.jpg,"Complete high-margin C-Store automotive counter starter kit. Includes: Pennzoil 5W-30 Motor Oil (1 Qt), Mag1 SAE 5W-30 (1 Qt), Prime Guard UltraPure DEF Fluid (2.5 Gal box), Power Blast -20°F Windshield Washer (1 Gal), SeaFoam Motor Treatment (16 oz), and Little Trees Black Ice Air Fresheners (Card of 24)."
106,CIG-GDT-HD40,"Good Times HD High Definition Palma Pure Silver Cigars (Display Box of 40)","Cigars, Cigarillos & Wraps","Natural Leaf Cigars",31.90,859,"In Stock",Active,"1+: $31.90 | 5+: $29.50 | 20+: $27.00",2,https://carolinaprimedistributors.com/storage/products/good-times-hd-palma-pure-silver-cigars.jpg,"Good Times HD (High Definition) Palma Pure Silver cigars with 100% natural leaf wrapper. Engineered for an effortless draw, consistent slow burn, and mild, clean finish. Display carton holds 40 individually wrapped natural leaf cigars. Outstanding value point-of-sale cigar product for retail stores."
107,OTC-MED-ASST,"C-Store OTC Emergency Medicine & Health Care Display Assortment (6 Boxes / 200+ Packets)","General Merchandise & C-Store","OTC Medicine & Health Care",94.00,880,"In Stock",Active,"1+: $94.00 | 5+: $87.50 | 20+: $81.00",2,https://carolinaprimedistributors.com/storage/products/c-store-otc-medicine-display-assortment.jpg,"Complete convenience store over-the-counter travel and emergency medicine assortment. Features 6 pre-packed hanging/shelf dispenser display boxes: Pepto Bismol Chewables (32 packets), BC Fast Pain Relief (36 packets), BC Arthritis (12 packets), Benadryl Allergy (60 packets), Goody's Extra Strength (24 packets), Vicks DayQuil Severe (32 packets), and Motrin IB (50 packets). Essential 100% markup C-store category."
108,APP-HAT-ASST12,"Assorted Summer Outdoor Sun Hats, Sombreros & Boonie Hats (12-Piece Assortment)","General Merchandise & C-Store","Apparel & Wearables",66.00,772,"In Stock",Active,"1+: $66.00 | 5+: $59.50 | 20+: $54.00",2,https://carolinaprimedistributors.com/storage/products/summer-outdoor-sun-hats-boonie-assortment.jpg,"Wholesale dozen assortment of high-demand outdoor headwear for gas stations and convenience stores. Includes: Woven Straw Lifeguard Sombreros with Mexican Flag patch and chin cord, Digital Camouflage Wide-Brim Boonie Hats with breathable mesh vents, and Solid Black Tactical Bucket Hats. Pre-tagged with barcode."
109,DIS-SGL-SPN72,"Rotating Countertop Sunglasses Spinner Tower Display (Pre-Loaded with 72 Pairs)","General Merchandise & C-Store","Countertop Displays & Fixtures",185.00,731,"In Stock",Active,"1+: $185.00 | 3+: $169.00 | 6+: $155.00",2,https://carolinaprimedistributors.com/storage/products/rotating-countertop-sunglasses-spinner-tower-72.jpg,"Turnkey retail sunglasses display program. Heavy-duty 4-sided rotating acrylic spinner tower equipped with dual side mirrors, pre-loaded with 72 assorted top-selling UV400 polarized men's and women's sunglasses (sport wrap, aviator, driving, polarized). Retail ready pre-priced at $9.99–$14.99 each. Yields over $700 in retail sales."
110,DIS-KNF-TWR40,"Illuminated Lockable Glass Display Tower with 40 Spring-Assisted Tactical Knives","General Merchandise & C-Store","Countertop Displays & Fixtures",220.00,1156,"In Stock",Active,"1+: $220.00 | 3+: $199.00 | 6+: $185.00",2,https://carolinaprimedistributors.com/storage/products/illuminated-glass-display-case-tactical-knives-40.jpg,"High-security premium illuminated lockable retail display case. Features high-output internal LED edge lighting, tamper-resistant lock and dual keys, and 40 individual slots pre-loaded with 40 assorted spring-assisted stainless steel tactical folding knives (serrated, tanto, drop point, rainbow titanium, and camo handles). Massive impulse profit generator."
112,MED-TYL-500,"Tylenol Extra Strength 500mg Caplets (50 Pouches of 2 Display Box)",Medicine,"Pain & Fever Relief",34.50,150,"In Stock",Active,"1+: $34.50 | 5+: $31.99 | 20+: $29.50",1,https://carolinaprimedistributors.com/storage/products/tylenol-extra-strength-500mg-caplets-50ct.jpg,"Official C-store countertop dispenser box containing 50 individual tamper-evident packets of 2 Tylenol Extra Strength 500mg acetaminophen caplets. Fast relief for headaches, backaches, and fever."
113,MED-ADV-200,"Advil Pain Reliever & Fever Reducer 200mg (50 Packets of 2 Display Box)",Medicine,"Pain & Fever Relief",33.75,180,"In Stock",Active,"1+: $33.75 | 5+: $30.99 | 20+: $28.50",1,https://carolinaprimedistributors.com/storage/products/advil-ibuprofen-200mg-display-box-50ct.jpg,"Convenient counter dispenser box with 50 individual 2-tablet packets of Advil Ibuprofen 200mg. The #1 doctor-recommended pain reliever for joint pain, headache, and muscle aches."
114,MED-VIC-SEV,"Vicks DayQuil & NyQuil Severe Cold & Flu LiquidCaps (24-Count Display)",Medicine,"Cold, Cough & Flu",48.90,120,"In Stock",Active,"1+: $48.90 | 5+: $45.00 | 20+: $41.50",1,https://carolinaprimedistributors.com/storage/products/vicks-dayquil-nyquil-severe-liquidcaps-24ct.jpg,"Wholesale combo counter pack featuring 12 DayQuil Severe and 12 NyQuil Severe co-pack units. Maximum strength relief for coughing, congestion, sore throat, and sinus pressure."
115,MED-PEP-CHEW,"Pepto Bismol Chewable Tablets 5-Symptom Relief (30 Packets Box)",Medicine,"Stomach & Digestion",26.80,140,"In Stock",Active,"1+: $26.80 | 5+: $24.50 | 20+: $22.00",1,https://carolinaprimedistributors.com/storage/products/pepto-bismol-chewable-tablets-30ct-box.jpg,"30 pocket packets each with 2 chewable bismuth subsalicylate tablets. Fast soothing relief for nausea, heartburn, indigestion, upset stomach, and diarrhea."
116,MED-BAY-325,"Bayer Genuine Aspirin 325mg Pain Reliever (50 Pouches of 2 Box)",Medicine,"Pain & Fever Relief",24.50,100,"In Stock",Active,"1+: $24.50 | 5+: $22.25 | 20+: $19.90",1,https://carolinaprimedistributors.com/storage/products/bayer-aspirin-325mg-pain-reliever-50ct.jpg,"50 pouches of 2 genuine Bayer 325mg coated aspirin tablets. Effective temporary pain relief and heart-health support for gas station and C-store customers."
117,MED-ALK-ORIG,"Alka-Seltzer Original Fast Relief Effervescent (36 Foil Packs of 2)",Medicine,"Stomach & Digestion",22.95,110,"In Stock",Active,"1+: $22.95 | 5+: $20.50 | 20+: $18.75",1,https://carolinaprimedistributors.com/storage/products/alka-seltzer-original-effervescent-36ct.jpg,"Original bubbly effervescent antacid and pain relief tablets in foil pouches. Speedy relief of acid indigestion, sour stomach, heartburn, and headache."
118,MED-BEN-25,"Benadryl Allergy Ultratabs Antihistamine 25mg (24 Pouches of 2 Display)",Medicine,"Allergy & Sinus",28.50,95,"In Stock",Active,"1+: $28.50 | 5+: $25.90 | 20+: $23.50",1,https://carolinaprimedistributors.com/storage/products/benadryl-allergy-ultratabs-25mg-24ct.jpg,"24 two-tablet pouches of Benadryl 25mg diphenhydramine HCl allergy tablets. Effective relief from hay fever, allergy symptoms, itchy watery eyes, and runny nose."
119,MED-VIS-RED,"Visine Red Eye Comfort Lubricant Eye Drops 0.5oz (12 Bottles Display)",Medicine,"Eye & Ear Care",39.99,85,"In Stock",Active,"1+: $39.99 | 5+: $36.50 | 20+: $33.00",1,https://carolinaprimedistributors.com/storage/products/visine-red-eye-comfort-eye-drops-12ct.jpg,"12 individual 0.5 fl oz sterile squeeze bottles with red eye comfort formula. Gets the red out fast and relieves dryness from smoke and lack of sleep."
120,MED-EXC-STR,"Excedrin Extra Strength Caplets (50 Packets of 2 Display Box)",Medicine,"Pain & Fever Relief",32.90,130,"In Stock",Active,"1+: $32.90 | 5+: $29.90 | 20+: $27.00",1,https://carolinaprimedistributors.com/storage/products/excedrin-extra-strength-caplets-50ct.jpg,"Fast acting headache and migraine formula with acetaminophen, aspirin, and caffeine. Countertop gravity feed dispenser box of 50 packets."
121,MED-DRA-MOT,"Dramamine Original Motion Sickness Relief (24 Travel Packs Box)",Medicine,"Stomach & Digestion",29.50,75,"In Stock",Active,"1+: $29.50 | 5+: $26.80 | 20+: $24.00",1,https://carolinaprimedistributors.com/storage/products/dramamine-motion-sickness-relief-24ct.jpg,"24 travel pouches containing 2 dimenhydrinate 50mg tablets each. Prevents and relieves motion sickness, nausea, and dizziness for road trips and commuting."
122,HEA-CHA-LIP,"ChapStick Classic Original Lip Balm (Countertop Gravity Display 48 Tubes)","Health & Beauty","Lip Care",44.90,160,"In Stock",Active,"1+: $44.90 | 5+: $41.50 | 20+: $38.00",1,https://carolinaprimedistributors.com/storage/products/chapstick-classic-original-lip-balm-48ct.jpg,"Display cylinder with 48 tubes of ChapStick Classic Original 0.15oz lip balm. High rotation impulse item for checkout counters and register lanes."
123,HEA-COL-TP,"Colgate Total Whitening Toothpaste Travel Size 0.85oz (24 Pack Display)","Health & Beauty","Oral Care",21.50,140,"In Stock",Active,"1+: $21.50 | 5+: $19.50 | 20+: $17.80",1,https://carolinaprimedistributors.com/storage/products/colgate-total-whitening-travel-24ct.jpg,"24 pack travel size 0.85oz tubes of Colgate Total Whitening fluoride toothpaste. Perfect for convenience stores, hotels, and travel centers."
124,HEA-OLD-DEO,"Old Spice High Endurance Pure Sport Deodorant 2.25oz (12 Sticks Pack)","Health & Beauty",Deodorant,34.80,115,"In Stock",Active,"1+: $34.80 | 5+: $31.50 | 20+: $28.90",1,https://carolinaprimedistributors.com/storage/products/old-spice-pure-sport-deodorant-12pk.jpg,"Wholesale shrink-wrapped 12-pack of Old Spice Pure Sport High Endurance aluminum-free deodorant sticks. Long lasting 48-hour odor protection."
125,HEA-GIL-SHV,"Gillette Foamy Regular Shaving Cream 11oz Can (Case of 12 Cans)","Health & Beauty",Shaving,28.50,90,"In Stock",Active,"1+: $28.50 | 5+: $26.00 | 20+: $23.50",1,https://carolinaprimedistributors.com/storage/products/gillette-foamy-regular-shave-cream-12ct.jpg,"Full master case of 12 cans of Gillette Foamy Regular shaving cream with Comfort Glide formula. Rich, thick lather for an effortless close shave."
126,SEX-TRO-MAG,"Trojan Magnum Lubricated Large Condoms (24 Packs of 3 Display Box)","Sexual Wellness",Condom,54.00,130,"In Stock",Active,"1+: $54.00 | 5+: $49.50 | 20+: $45.00",1,https://carolinaprimedistributors.com/storage/products/trojan-magnum-lubricated-condoms-24ct.jpg,"24 retail boxes with 3 premium Trojan Magnum lubricated latex condoms each. Larger than standard condoms for extra comfort with silky smooth lubricant."
127,SEX-DUR-EXT,"Durex Extra Sensitive Ultra Thin Lubricated Condoms (18 Packs of 3 Box)","Sexual Wellness",Condom,42.50,110,"In Stock",Active,"1+: $42.50 | 5+: $38.90 | 20+: $35.50",1,https://carolinaprimedistributors.com/storage/products/durex-extra-sensitive-condoms-18ct.jpg,"18 retail 3-packs of Durex Extra Sensitive ultra thin lubricated condoms. Designed to enhance sensitivity and connection with trusted strength."
128,SEX-KY-LUBE,"K-Y Jelly Water Based Personal Lubricant 4oz Tube (Pack of 12)","Sexual Wellness",Lube,46.80,85,"In Stock",Active,"1+: $46.80 | 5+: $42.50 | 20+: $39.00",1,https://carolinaprimedistributors.com/storage/products/JqpXdcocoW0RhAmHozRZsJtzUGsdnLW1kiyNpDLV.jpg,"Wholesale box of 12 tubes of genuine K-Y Jelly 4oz water-based lubricant. Safe, natural feeling formula compatible with latex condoms."
129,GEN-DUR-AA,"Duracell Coppertop AA Alkaline Batteries (Contractor 24-Pack Box)","General Store",Battery,22.50,200,"In Stock",Active,"1+: $22.50 | 5+: $20.25 | 20+: $18.50",1,https://carolinaprimedistributors.com/storage/products/duracell-coppertop-aa-batteries-24pk.jpg,"24 AA long-life alkaline batteries in bulk contractor box packaging. Engineered for everyday household electronics and emergency equipment."
130,GEN-ENR-AAA,"Energizer Max AAA Alkaline Long-Lasting Batteries (24-Pack Box)","General Store",Battery,21.90,175,"In Stock",Active,"1+: $21.90 | 5+: $19.80 | 20+: $17.90",1,https://carolinaprimedistributors.com/storage/products/energizer-max-aaa-batteries-24pk.jpg,"Pack of 24 AAA Energizer Max high performance alkaline batteries. PowerSeal Technology holds power up to 10 years in storage."
131,AUT-PEN-5W30,"Pennzoil Platinum Full Synthetic Motor Oil 5W-30 (Case of 6 x 1-Quart)","Automotive & Accessories","Motor Oil",42.00,90,"In Stock",Active,"1+: $42.00 | 5+: $38.50 | 20+: $35.00",1,https://carolinaprimedistributors.com/storage/products/pennzoil-platinum-5w30-motor-oil-case-6.jpg,"Case of 6 individual 1-quart bottles of Pennzoil Platinum Full Synthetic 5W-30 made from natural gas. Superior wear protection and fuel economy."
132,AUT-PEA-AF,"Peak Original Antifreeze & Coolant 50/50 Prediluted (Case of 6 x 1-Gallon)","Automotive & Accessories",Anti-Freeze,49.50,60,"In Stock",Active,"1+: $49.50 | 5+: $46.00 | 20+: $42.50",1,https://carolinaprimedistributors.com/storage/products/peak-antifreeze-50-50-prediluted-case-6.jpg,"Case of six 1-gallon jugs of Peak 50/50 prediluted all-makes all-models antifreeze coolant. Guaranteed protection for up to 5 years or 150,000 miles."
133,AIR-LIT-TRE,"Little Trees Air Fresheners Assorted Top Scents (72-Piece Counter Display)","Airfreshners & Incense",Airfreshener,39.50,140,"In Stock",Active,"1+: $39.50 | 5+: $36.00 | 20+: $33.00",1,https://carolinaprimedistributors.com/storage/products/little-trees-air-fresheners-assorted-72ct.jpg,"72-piece assorted display featuring Black Ice, Vanillaroma, Strawberry, Caribbean Colada, and New Car Scent. America’s favorite car freshener."
134,LGT-BIC-MAX,"BIC Classic Maxi Full-Size Pocket Lighters (50-Count Counter Display Tray)","Lighter & Butanes",Lighters,47.50,220,"In Stock",Active,"1+: $47.50 | 5+: $43.50 | 20+: $39.90",1,https://carolinaprimedistributors.com/storage/products/bic-classic-maxi-pocket-lighters-50-tray.jpg,"Authentic BIC Classic Maxi disposable lighter 50-count retail counter display tray. Assorted vibrant colors with child-resistant safety guard."
135,LGT-NEW-BUT,"Newport Zero Ultra-Refined Butane Gas 300ml Can (Master Pack of 12 Cans)","Lighter & Butanes",Butane,36.00,130,"In Stock",Active,"1+: $36.00 | 5+: $32.50 | 20+: $29.00",1,https://carolinaprimedistributors.com/storage/products/newport-zero-refined-butane-300ml-12pk.jpg,"Master carton of 12 cans of Newport Zero 300ml refined lighter fuel with near zero impurities. Universal nozzle adapters included in every cap."
136,MED-MID-COM,"Midol Complete Multi-Symptom Relief Caplets (24 Travel Pouches Display)",Medicine,"Pain & Fever Relief",29.90,120,"In Stock",Active,"1+: $29.90 | 5+: $27.50 | 20+: $25.00",1,https://carolinaprimedistributors.com/storage/products/midol-complete-caplets-display-box.jpg,"Fast multi-symptom relief for cramps, bloating, water-weight gain, fatigue, backache and headache. Countertop box with 24 individual 2-caplet packets."
137,MED-BAN-FAB,"Johnson & Johnson BAND-AID Flexible Fabric Adhesive Bandages (Box of 30)",Medicine,"First Aid & Antiseptics",18.50,150,"In Stock",Active,"1+: $18.50 | 5+: $16.90 | 20+: $14.99",1,https://carolinaprimedistributors.com/storage/products/band-aid-flexible-fabric-adhesive-bandages.jpg,"Genuine BAND-AID brand flexible fabric adhesive bandages with Memory-Weave fabric that moves with you. Quilt-Aid comfort pad cushions wounds."
